Employee_ID,Department,Job_Level,Age,Gender,Employment_Type,Years_At_Company,Years_In_Current_Role,Num_Promotions,Last_Promotion_Years_Ago,Annual_Salary_USD,Performance_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Overtime_Hours_Monthly,Distance_From_Office_KM,Num_Trainings_Last_Year,Remote_Work_Percentage,Attrition
EMP-011042,Sales,Lead,30,Non-Binary,Full-Time,14,11,1,0,105792,3,3,4,3,1,0,50,0
EMP-011043,Engineering,Senior,22,Female,Full-Time,14,8,1,0,76066,4,2,4,1,38,2,50,0
EMP-011044,Engineering,Senior,38,Male,Full-Time,2,0,0,0,86183,2,2,5,11,23,3,75,0
EMP-011045,Finance,Mid,37,Male,Full-Time,8,3,1,1,54086,4,3,3,4,25,2,0,0
EMP-011046,Operations,Manager,23,Male,Full-Time,4,2,1,5,138351,2,5,4,0,4,3,50,0
EMP-011047,Data Science,Mid,55,Female,Contract,12,10,1,1,65722,5,3,2,10,15,3,100,1
EMP-011048,Operations,Senior,41,Male,Contract,3,1,0,2,76986,5,4,5,14,21,1,50,0
EMP-011049,Engineering,Lead,35,Male,Full-Time,5,3,0,0,113878,3,3,4,30,10,2,0,1
EMP-011050,Marketing,Junior,26,Male,Full-Time,10,7,2,3,68289,3,3,3,0,26,4,0,0
EMP-011051,Operations,Director,32,Male,Full-Time,4,3,1,12,156877,3,1,1,7,4,2,0,1
EMP-011052,Finance,Junior,27,Male,Full-Time,6,3,1,0,51076,5,5,4,9,15,4,50,0
EMP-011053,Sales,Lead,37,Female,Full-Time,11,5,2,3,146012,4,4,2,7,19,1,25,0
EMP-011054,Engineering,Manager,47,Male,Full-Time,6,4,0,0,151400,3,1,3,5,7,2,0,0
EMP-011055,Marketing,Senior,32,Female,Contract,6,3,1,0,113815,2,4,2,5,2,1,100,0
EMP-011056,Sales,Junior,48,Female,Full-Time,4,2,0,3,54520,1,2,4,3,18,3,0,0
EMP-011057,Legal,Junior,31,Male,Full-Time,8,4,0,13,51487,4,4,2,2,14,1,50,1
EMP-011058,Engineering,Lead,45,Male,Full-Time,7,4,0,3,116766,5,3,3,1,16,2,100,0
EMP-011059,Data Science,Lead,47,Male,Full-Time,10,3,2,0,122712,3,2,5,2,5,5,25,0
EMP-011060,Customer Support,VP,42,Male,Full-Time,12,4,0,1,237049,3,1,4,7,1,3,50,0
EMP-011061,Sales,Manager,34,Male,Full-Time,1,0,0,3,107332,3,4,3,4,10,6,50,0
EMP-011062,Engineering,Junior,24,Female,Full-Time,9,3,0,1,50561,4,4,4,6,2,6,75,0
EMP-011063,Marketing,Mid,22,Non-Binary,Full-Time,3,1,0,2,74808,5,1,2,4,1,0,75,0
EMP-011064,HR,Senior,45,Female,Full-Time,15,14,2,1,92833,4,3,3,7,3,0,25,0
EMP-011065,Sales,Junior,43,Female,Full-Time,2,1,0,4,50088,4,4,1,4,8,2,100,0
EMP-011066,Engineering,Mid,45,Male,Full-Time,4,1,0,2,94294,4,3,4,3,7,5,100,0
EMP-011067,Product,Junior,30,Male,Full-Time,6,3,1,7,72718,3,2,5,14,28,3,25,1
EMP-011068,Sales,Senior,54,Female,Full-Time,5,1,1,0,130186,3,3,4,9,2,6,0,0
EMP-011069,Product,Lead,32,Male,Contract,4,2,0,5,115520,5,2,3,0,1,2,75,1
EMP-011070,Sales,Junior,43,Female,Full-Time,8,7,2,0,51950,3,4,1,1,25,7,0,0
EMP-011071,HR,Manager,25,Female,Full-Time,3,2,0,1,117472,3,5,2,4,6,3,50,0
EMP-011072,HR,Mid,29,Male,Full-Time,12,7,0,0,78790,5,4,3,0,47,2,0,0
EMP-011073,Customer Support,Manager,37,Male,Full-Time,6,5,1,2,127712,3,3,4,13,14,1,75,1
EMP-011074,Product,Senior,22,Female,Full-Time,7,2,0,0,113682,5,1,4,5,22,5,0,0
EMP-011075,Marketing,Lead,22,Female,Full-Time,12,4,1,4,107569,4,3,2,17,37,3,75,0
EMP-011076,Marketing,Mid,49,Female,Full-Time,6,2,0,1,73971,3,4,4,2,15,2,50,0
EMP-011077,Customer Support,Manager,36,Female,Full-Time,6,2,1,7,160470,3,5,3,0,20,2,50,0
EMP-011078,Engineering,Senior,38,Female,Full-Time,6,4,1,1,87162,4,4,4,10,1,3,50,0
EMP-011079,Sales,Mid,28,Non-Binary,Full-Time,6,4,1,3,68650,4,2,1,28,16,1,100,0
EMP-011080,Engineering,Junior,46,Female,Full-Time,1,0,0,0,44424,3,3,4,16,6,3,50,0
EMP-011081,Sales,Junior,35,Female,Full-Time,3,1,0,6,48213,5,4,2,21,7,5,50,1
EMP-011082,Finance,VP,39,Female,Full-Time,4,3,0,7,257025,4,2,5,12,3,4,50,0
EMP-011083,Operations,VP,25,Female,Full-Time,11,3,1,2,217284,4,4,4,1,1,0,0,0
EMP-011084,Sales,Senior,52,Female,Full-Time,16,7,4,0,113409,3,3,3,3,31,2,25,0
EMP-011085,Operations,Mid,41,Male,Full-Time,4,3,0,1,69046,4,2,4,6,39,1,0,0
EMP-011086,Marketing,Manager,41,Female,Full-Time,2,0,0,3,161005,5,3,2,4,8,0,0,0
EMP-011087,Operations,Mid,49,Female,Full-Time,3,1,0,0,56518,4,1,4,21,11,0,50,0
EMP-011088,Finance,Mid,29,Male,Full-Time,5,4,0,1,81793,3,3,1,2,7,1,0,0
EMP-011089,Legal,Director,42,Male,Part-Time,11,9,1,0,180014,5,5,3,20,2,2,25,0
EMP-011090,Customer Support,Mid,34,Male,Full-Time,4,3,0,2,71712,4,4,3,13,10,1,50,0
EMP-011091,Marketing,Mid,37,Female,Full-Time,20,15,5,3,56669,5,4,3,1,2,2,50,0
EMP-011092,Customer Support,Director,52,Male,Full-Time,5,2,1,5,161905,3,3,3,1,14,3,75,0
EMP-011093,Finance,Junior,31,Female,Full-Time,12,7,1,4,54100,4,2,4,5,15,3,100,0
EMP-011094,Sales,Junior,26,Male,Full-Time,10,4,0,0,59201,2,4,5,3,5,2,75,0
EMP-011095,Engineering,Senior,32,Male,Full-Time,2,1,0,1,106686,3,5,3,0,15,1,25,0
EMP-011096,Engineering,VP,36,Female,Full-Time,11,9,1,0,203129,4,4,5,0,30,4,75,0
EMP-011097,Sales,Director,35,Male,Full-Time,20,15,4,0,176564,3,4,3,3,22,2,100,0
EMP-011098,Engineering,Manager,44,Female,Full-Time,7,4,1,2,124115,4,3,3,0,4,3,0,0
EMP-011099,Engineering,Lead,37,Female,Full-Time,5,4,0,0,111951,3,4,2,2,4,4,0,0
EMP-011100,Marketing,Senior,29,Non-Binary,Full-Time,6,5,1,10,89743,3,3,3,1,47,2,50,1
EMP-011101,Engineering,Senior,41,Female,Full-Time,2,1,0,9,108613,4,1,4,6,9,0,75,0
EMP-011102,Operations,Senior,37,Female,Part-Time,2,1,0,0,107013,2,3,5,6,9,4,50,0
EMP-011103,Engineering,Junior,28,Female,Full-Time,13,10,1,3,52571,3,4,4,2,5,3,50,0
EMP-011104,Product,Junior,40,Female,Full-Time,2,1,0,1,41731,4,5,2,8,5,3,75,0
EMP-011105,Marketing,Mid,35,Male,Full-Time,5,4,0,1,91144,3,2,3,3,11,2,75,0
EMP-011106,Engineering,Manager,25,Male,Full-Time,3,2,0,0,151229,4,3,5,5,12,3,50,0
EMP-011107,Engineering,Junior,34,Male,Full-Time,5,2,0,0,56706,4,4,5,8,2,2,25,0
EMP-011108,Product,Lead,31,Male,Contract,7,2,1,3,140800,3,5,1,12,5,1,75,0
EMP-011109,Marketing,Senior,34,Female,Full-Time,3,1,0,3,92602,1,4,2,37,3,3,100,1
EMP-011110,Legal,Senior,38,Male,Part-Time,4,1,0,1,81436,3,4,2,3,21,4,75,0
EMP-011111,Finance,Junior,35,Male,Full-Time,3,1,0,7,65456,3,3,4,6,22,1,50,1
EMP-011112,Engineering,Senior,27,Female,Contract,14,12,3,4,101926,1,5,3,1,12,0,0,0
EMP-011113,HR,Junior,49,Male,Part-Time,5,1,1,0,59284,2,2,4,0,52,0,100,0
EMP-011114,Operations,Manager,33,Male,Full-Time,5,2,1,2,158295,4,5,1,1,58,4,0,0
EMP-011115,Finance,Lead,41,Non-Binary,Full-Time,14,5,3,2,135279,5,4,2,12,6,2,75,0
EMP-011116,Sales,Lead,47,Male,Full-Time,1,0,0,6,87688,3,5,3,4,16,1,25,1
EMP-011117,Customer Support,Junior,36,Female,Contract,7,2,0,0,40000,5,1,3,0,1,2,25,0
EMP-011118,Engineering,Junior,33,Female,Full-Time,6,3,0,9,43918,3,3,3,0,23,2,75,1
EMP-011119,Finance,Junior,37,Male,Full-Time,8,2,0,7,66888,3,2,5,2,18,1,0,1
EMP-011120,Customer Support,Senior,38,Female,Full-Time,9,7,0,6,70187,3,4,5,6,3,3,50,0
EMP-011121,Marketing,Manager,43,Female,Full-Time,12,8,3,0,137616,1,5,3,9,2,3,50,0
EMP-011122,Marketing,Junior,50,Male,Full-Time,1,0,0,1,55925,3,4,3,4,13,1,75,0
EMP-011123,Sales,Senior,34,Male,Full-Time,5,2,0,0,103882,2,4,3,6,21,2,0,0
EMP-011124,Marketing,Manager,22,Male,Full-Time,3,1,0,0,190573,5,1,2,0,7,6,100,0
EMP-011125,Sales,Mid,45,Male,Full-Time,7,4,1,10,65292,4,5,5,2,1,1,25,0
EMP-011126,Marketing,Mid,24,Male,Full-Time,7,2,0,2,81435,5,4,3,1,38,3,0,0
EMP-011127,Engineering,Senior,52,Male,Full-Time,9,3,0,1,70298,4,5,4,0,34,2,0,0
EMP-011128,Sales,Lead,45,Male,Full-Time,7,4,1,1,139999,3,4,3,11,6,3,0,0
EMP-011129,Product,Mid,25,Female,Full-Time,12,9,1,4,91265,3,3,4,5,14,0,25,0
EMP-011130,Marketing,Mid,31,Male,Full-Time,4,1,0,1,76148,2,3,4,18,80,3,50,0
EMP-011131,Product,Lead,39,Male,Full-Time,6,2,0,0,135498,3,5,2,1,4,1,50,0
EMP-011132,Engineering,Mid,51,Male,Full-Time,2,1,0,0,76431,2,4,2,7,1,4,75,0
EMP-011133,HR,Senior,34,Male,Full-Time,16,7,2,1,106990,5,1,2,6,19,3,100,0
EMP-011134,Marketing,Mid,30,Male,Full-Time,1,0,0,3,74600,4,5,3,14,5,5,0,0
EMP-011135,Sales,Director,33,Male,Full-Time,22,14,4,2,170412,4,3,3,21,24,4,50,0
EMP-011136,Finance,Manager,22,Female,Full-Time,10,6,0,6,165121,4,4,4,8,8,4,25,0
EMP-011137,Engineering,Director,47,Male,Part-Time,4,2,0,4,149459,4,2,5,10,6,1,75,0
EMP-011138,Operations,Junior,47,Female,Full-Time,3,1,0,6,43847,3,3,3,12,8,2,25,0
EMP-011139,Customer Support,Senior,34,Female,Full-Time,13,12,3,4,76902,5,3,5,10,10,1,75,0
EMP-011140,Engineering,Junior,50,Female,Full-Time,11,6,1,0,54268,5,5,2,0,3,3,75,0
EMP-011141,Engineering,Junior,22,Female,Contract,4,2,0,0,44448,3,4,5,9,9,1,25,0
EMP-011142,Engineering,Manager,38,Male,Contract,4,1,1,3,163918,3,3,3,1,20,4,0,0
EMP-011143,Product,Mid,43,Male,Part-Time,2,1,0,2,69616,4,4,3,3,50,4,75,0
EMP-011144,Operations,Senior,43,Female,Full-Time,11,9,1,0,101158,4,4,3,21,44,2,50,0
EMP-011145,Sales,Senior,47,Male,Full-Time,15,6,1,0,101125,4,1,4,14,6,2,0,0
EMP-011146,Engineering,Manager,28,Male,Full-Time,1,0,0,5,111201,4,3,3,1,11,1,75,0
EMP-011147,Operations,Mid,33,Female,Full-Time,3,2,0,1,77615,5,5,4,2,62,4,100,0
EMP-011148,Engineering,VP,49,Male,Full-Time,8,5,1,0,300559,3,4,4,2,1,0,50,0
EMP-011149,Product,Mid,22,Female,Full-Time,8,7,1,0,66101,4,4,5,7,6,2,75,0
EMP-011150,Sales,Director,41,Male,Full-Time,8,4,2,0,207731,4,4,2,6,7,2,50,0
EMP-011151,Sales,VP,36,Female,Full-Time,6,3,0,15,180087,5,2,5,2,17,2,25,0
EMP-011152,Marketing,Junior,45,Female,Full-Time,8,2,0,0,62572,4,3,3,12,19,4,25,0
EMP-011153,Product,Senior,35,Male,Part-Time,7,3,1,0,120096,2,5,3,4,44,3,50,0
EMP-011154,Marketing,Mid,35,Male,Full-Time,11,8,1,5,60714,4,4,5,1,35,2,25,0
EMP-011155,Sales,Senior,46,Male,Full-Time,5,2,0,0,105589,3,4,3,0,9,2,0,0
EMP-011156,HR,Lead,41,Female,Full-Time,5,2,1,5,91485,4,3,2,3,19,2,25,1
EMP-011157,Data Science,Junior,22,Male,Full-Time,9,7,2,4,53446,4,4,4,1,8,3,75,0
EMP-011158,Sales,Manager,34,Male,Full-Time,6,4,1,0,111286,3,5,5,8,2,2,25,0
EMP-011159,Legal,Junior,51,Male,Full-Time,8,4,2,1,60262,3,1,3,9,8,3,0,1
EMP-011160,Finance,Mid,42,Male,Full-Time,8,2,1,1,78273,4,5,3,10,1,6,50,0
EMP-011161,Customer Support,Senior,33,Male,Contract,9,3,0,4,98885,4,3,1,4,1,1,75,1
EMP-011162,Marketing,Senior,48,Female,Part-Time,5,3,0,2,88440,5,2,2,0,3,1,100,0
EMP-011163,Marketing,Junior,49,Male,Part-Time,8,5,1,2,46342,4,3,3,1,12,1,50,0
EMP-011164,Marketing,Mid,22,Female,Full-Time,4,2,1,1,58253,4,1,1,22,4,4,0,1
EMP-011165,Finance,Junior,45,Male,Full-Time,3,1,0,5,56573,4,4,3,4,5,2,0,0
EMP-011166,Engineering,Mid,28,Female,Full-Time,0,0,0,3,77322,3,5,3,0,5,7,50,0
EMP-011167,Customer Support,Junior,50,Male,Full-Time,10,8,2,0,54855,4,5,5,7,3,4,0,0
EMP-011168,Marketing,Senior,22,Male,Full-Time,8,7,1,7,106618,1,5,4,1,4,2,25,1
EMP-011169,Sales,Mid,25,Female,Full-Time,5,4,0,0,86486,4,5,3,3,7,2,50,0
EMP-011170,Customer Support,Senior,29,Male,Full-Time,3,2,0,0,84046,5,5,4,0,30,3,0,0
EMP-011171,Sales,Senior,22,Male,Full-Time,7,4,1,4,105665,4,4,3,8,9,1,25,0
EMP-011172,Operations,Junior,49,Male,Full-Time,7,4,1,4,63366,4,4,3,3,24,2,100,0
EMP-011173,Sales,VP,48,Male,Full-Time,3,1,0,2,267244,3,4,2,8,1,3,50,0
EMP-011174,Finance,Manager,27,Male,Contract,10,3,2,1,101577,4,2,5,0,19,2,25,0
EMP-011175,Finance,Mid,44,Male,Full-Time,1,0,0,5,84220,3,4,1,6,19,1,75,0
EMP-011176,Finance,Lead,26,Female,Full-Time,2,0,0,0,134715,4,3,4,34,10,2,25,0
EMP-011177,HR,Mid,28,Female,Part-Time,3,1,0,1,76260,4,4,3,6,39,2,50,0
EMP-011178,Operations,Director,22,Male,Full-Time,4,2,1,5,162572,3,5,2,7,13,2,100,0
EMP-011179,Marketing,Director,30,Female,Full-Time,6,4,0,0,149088,2,1,4,17,44,0,50,0
EMP-011180,Finance,VP,48,Male,Full-Time,5,4,0,0,225307,4,2,3,18,24,1,25,0
EMP-011181,Operations,Mid,43,Male,Contract,9,5,1,6,88445,5,4,5,0,1,3,50,0
EMP-011182,Sales,Junior,34,Male,Full-Time,3,1,0,0,64378,3,3,1,0,6,2,50,0
EMP-011183,Customer Support,Mid,48,Female,Full-Time,3,1,0,3,81499,2,3,3,28,1,6,25,0
EMP-011184,Engineering,Mid,24,Female,Full-Time,13,11,2,1,80592,3,5,5,2,10,3,100,0
EMP-011185,Finance,Senior,41,Male,Full-Time,6,4,1,0,108138,4,1,4,3,9,3,75,0
EMP-011186,Marketing,Junior,32,Male,Full-Time,4,1,0,0,40535,4,5,2,2,20,5,75,0
EMP-011187,HR,Senior,45,Male,Full-Time,8,5,1,5,86429,5,4,3,0,6,2,100,0
EMP-011188,Finance,Junior,26,Female,Full-Time,1,0,0,2,59298,2,3,2,1,2,0,50,0
EMP-011189,Customer Support,Junior,35,Female,Full-Time,14,11,2,2,57060,2,2,3,12,15,2,100,0
EMP-011190,Engineering,Junior,22,Female,Full-Time,7,3,1,4,58764,3,3,3,1,59,4,50,1
EMP-011191,Sales,Lead,23,Male,Full-Time,17,11,4,1,107614,4,4,3,2,44,3,75,0
EMP-011192,Finance,Junior,22,Male,Full-Time,11,3,3,6,50222,3,3,3,12,6,3,75,0
EMP-011193,Sales,Senior,23,Female,Full-Time,8,7,1,2,103771,4,4,4,0,4,2,25,0
EMP-011194,Product,Manager,31,Female,Full-Time,8,4,1,1,133518,4,1,4,6,9,5,100,1
EMP-011195,Legal,Mid,24,Female,Full-Time,4,1,0,4,73275,3,3,4,1,3,2,0,0
EMP-011196,Customer Support,Junior,28,Male,Full-Time,4,1,0,0,51614,4,3,4,2,5,2,25,0
EMP-011197,Operations,Senior,38,Male,Full-Time,5,4,0,0,103240,2,4,3,2,1,2,25,0
EMP-011198,HR,Mid,33,Female,Full-Time,2,1,0,1,77403,5,3,3,2,15,0,75,0
EMP-011199,Operations,Mid,49,Male,Full-Time,11,4,1,2,96269,1,3,4,7,1,3,25,0
EMP-011200,Engineering,Junior,38,Male,Full-Time,6,4,0,1,65451,2,3,3,4,22,4,25,0
EMP-011201,HR,Mid,31,Male,Full-Time,5,3,0,0,81417,1,4,5,2,9,0,50,0
EMP-011202,Sales,Junior,38,Female,Full-Time,3,2,0,1,58088,4,2,2,3,19,4,75,1
EMP-011203,Engineering,Director,43,Female,Full-Time,4,1,0,4,144368,3,5,4,4,24,5,0,0
EMP-011204,Data Science,Senior,32,Male,Full-Time,11,3,1,2,77170,5,4,3,6,6,1,50,0
EMP-011205,Product,Director,45,Female,Full-Time,7,2,0,7,156725,3,3,5,0,6,0,100,0
EMP-011206,Product,Junior,22,Non-Binary,Contract,8,7,1,2,62789,1,4,2,9,15,1,25,0
EMP-011207,HR,Mid,25,Male,Full-Time,11,5,2,2,85456,3,3,2,2,3,2,75,0
EMP-011208,Engineering,Senior,59,Male,Full-Time,4,3,1,1,114488,5,3,4,1,38,4,50,0
EMP-011209,Sales,VP,26,Female,Full-Time,15,9,3,0,236095,4,2,4,0,22,5,50,0
EMP-011210,Engineering,Junior,22,Female,Full-Time,5,3,0,0,58713,4,3,2,8,6,3,0,0
EMP-011211,Sales,Lead,44,Female,Full-Time,4,3,0,3,113188,4,2,3,10,3,1,50,0
EMP-011212,Sales,Director,45,Female,Full-Time,7,3,0,0,173151,2,1,3,0,15,2,50,1
EMP-011213,Finance,Senior,35,Male,Full-Time,7,5,0,5,79124,3,4,4,7,1,2,25,0
EMP-011214,Engineering,Director,28,Female,Full-Time,3,1,0,1,182826,5,3,5,19,1,6,0,0
EMP-011215,Sales,Mid,33,Male,Full-Time,19,15,4,3,74014,3,2,3,0,4,1,100,0
EMP-011216,Legal,Mid,40,Female,Part-Time,8,2,2,2,72999,4,4,4,1,17,1,25,0
EMP-011217,Sales,Junior,30,Female,Full-Time,3,2,0,0,49179,5,3,2,2,10,2,25,0
EMP-011218,Finance,Senior,41,Male,Full-Time,1,0,0,0,121516,4,5,4,6,6,0,25,0
EMP-011219,Engineering,Senior,32,Male,Full-Time,4,2,0,3,95191,3,4,5,0,10,1,75,0
EMP-011220,Operations,Senior,34,Male,Full-Time,3,2,0,2,85546,4,4,3,3,3,3,50,0
EMP-011221,Engineering,Manager,38,Female,Full-Time,3,2,0,1,122618,3,2,3,7,5,1,50,0
EMP-011222,Engineering,Senior,22,Female,Full-Time,14,13,2,1,95842,5,4,5,4,5,3,50,0
EMP-011223,Data Science,Junior,36,Female,Full-Time,5,4,0,7,47016,3,3,5,0,2,4,75,0
EMP-011224,Sales,Junior,33,Female,Full-Time,3,1,0,1,65673,3,5,4,25,7,3,75,0
EMP-011225,Engineering,Junior,36,Male,Part-Time,8,4,0,5,45495,5,3,3,7,1,6,25,0
EMP-011226,Sales,Senior,22,Male,Full-Time,7,5,1,2,85843,5,1,2,19,5,3,25,0
EMP-011227,Marketing,Lead,28,Male,Contract,11,5,1,0,127942,4,5,4,4,12,4,0,0
EMP-011228,Marketing,Mid,43,Male,Full-Time,14,7,0,2,64987,5,3,1,8,24,2,75,0
EMP-011229,Marketing,Lead,26,Male,Full-Time,15,13,0,2,131663,4,4,2,7,14,3,0,0
EMP-011230,Engineering,Mid,35,Female,Full-Time,16,6,4,4,61075,3,1,3,26,1,3,75,0
EMP-011231,Engineering,Senior,22,Male,Full-Time,7,2,1,0,110611,4,3,3,2,28,5,25,0
EMP-011232,Operations,Director,31,Female,Full-Time,9,8,1,4,214793,4,3,3,4,44,2,25,0
EMP-011233,Data Science,Junior,31,Male,Full-Time,1,0,0,1,57835,4,5,3,1,1,3,25,0
EMP-011234,Operations,Manager,28,Male,Full-Time,9,3,0,2,127498,4,5,4,21,23,3,50,0
EMP-011235,Customer Support,Junior,37,Male,Full-Time,4,2,0,0,51853,5,3,4,0,20,2,25,0
EMP-011236,Marketing,Lead,34,Female,Full-Time,5,4,1,1,143835,3,4,2,0,28,4,0,0
EMP-011237,Sales,Mid,33,Female,Full-Time,5,2,0,1,85709,3,3,4,4,5,3,100,0
EMP-011238,Customer Support,Junior,22,Male,Full-Time,1,0,0,1,56554,4,5,3,1,11,2,25,0
EMP-011239,Operations,Junior,37,Female,Full-Time,3,2,0,0,40000,4,4,1,1,17,0,50,0
EMP-011240,Marketing,Mid,43,Male,Full-Time,7,4,0,1,50423,3,4,4,15,5,4,0,0
EMP-011241,Operations,Junior,25,Female,Full-Time,9,3,2,4,71228,3,4,4,13,1,1,75,0
EMP-011242,Engineering,Senior,35,Female,Full-Time,9,8,2,0,100761,1,4,3,5,28,1,50,0
EMP-011243,Engineering,Manager,49,Female,Full-Time,6,5,1,2,120442,2,3,5,12,51,3,50,0
EMP-011244,Operations,Senior,39,Male,Full-Time,13,8,1,0,90703,5,2,3,4,57,6,25,0
EMP-011245,Data Science,Lead,33,Male,Full-Time,1,0,0,1,131673,3,4,4,27,4,0,25,0
EMP-011246,Engineering,Senior,45,Female,Part-Time,7,5,0,1,89967,4,3,4,1,7,7,25,0
EMP-011247,Product,Senior,47,Female,Full-Time,3,1,0,2,127153,4,5,2,16,1,1,100,1
EMP-011248,Data Science,Senior,43,Female,Full-Time,9,6,2,8,105119,5,4,4,4,28,6,50,0
EMP-011249,Engineering,Junior,38,Non-Binary,Full-Time,10,6,0,0,61639,3,1,3,14,7,2,25,0
EMP-011250,Marketing,Mid,39,Male,Full-Time,6,2,1,0,64760,5,3,4,8,4,0,100,0
EMP-011251,Marketing,Lead,25,Female,Full-Time,20,8,2,3,123332,3,3,3,11,2,2,75,0
EMP-011252,Sales,Lead,25,Male,Full-Time,10,3,2,2,96866,2,3,4,11,7,3,50,0
EMP-011253,Marketing,Junior,62,Female,Part-Time,3,2,0,6,58005,3,5,3,2,21,2,25,1
EMP-011254,Customer Support,Senior,35,Female,Full-Time,10,8,2,0,90884,5,4,2,1,4,1,50,0
EMP-011255,Product,Junior,34,Male,Full-Time,14,5,2,0,63641,1,4,3,7,28,4,50,0
EMP-011256,Sales,Lead,22,Male,Part-Time,7,3,1,1,110573,3,4,3,1,30,1,75,0
EMP-011257,Sales,Lead,38,Male,Full-Time,9,3,1,0,108086,4,4,4,36,11,3,50,0
EMP-011258,Finance,Lead,22,Female,Full-Time,13,12,3,0,112496,5,2,4,3,8,3,50,0
EMP-011259,Sales,Junior,48,Male,Full-Time,2,0,0,3,40000,3,5,1,1,14,0,25,0
EMP-011260,Finance,Mid,28,Non-Binary,Full-Time,3,1,0,0,93448,4,4,4,2,6,5,100,0
EMP-011261,HR,Mid,60,Female,Full-Time,9,4,1,0,66405,3,4,4,0,1,3,50,0
EMP-011262,Customer Support,Junior,35,Female,Full-Time,9,8,0,6,51521,5,1,5,4,16,2,75,0
EMP-011263,HR,Junior,41,Male,Full-Time,6,5,1,3,56002,4,3,3,0,24,1,25,0
EMP-011264,Finance,Lead,22,Female,Full-Time,13,7,2,1,152275,5,3,4,11,14,4,100,1
EMP-011265,Operations,Senior,33,Female,Part-Time,10,6,2,13,79748,5,4,4,4,1,3,50,1
EMP-011266,Sales,Mid,22,Female,Full-Time,6,2,0,4,87256,4,3,3,31,15,2,100,0
EMP-011267,Product,Mid,37,Female,Full-Time,8,4,2,4,71638,3,2,3,5,7,0,50,0
EMP-011268,HR,Mid,37,Male,Full-Time,3,2,0,0,97597,3,2,2,18,3,1,50,0
EMP-011269,Customer Support,Junior,22,Female,Part-Time,4,2,0,0,64720,5,4,2,2,4,4,0,0
EMP-011270,Sales,Mid,26,Female,Contract,18,6,2,4,80399,4,5,1,21,32,3,75,0
EMP-011271,Operations,Senior,37,Female,Full-Time,2,0,0,4,84009,4,4,4,11,17,2,25,0
EMP-011272,Engineering,Junior,34,Female,Full-Time,1,0,0,1,57149,3,4,3,0,7,2,25,0
EMP-011273,Engineering,Junior,41,Female,Full-Time,8,6,0,0,46394,1,3,5,0,5,0,25,0
EMP-011274,Engineering,Mid,23,Male,Full-Time,5,2,1,2,84339,5,3,4,11,10,2,0,0
EMP-011275,Legal,Junior,27,Male,Part-Time,4,3,0,4,52972,4,3,4,1,31,3,50,1
EMP-011276,Marketing,Junior,29,Non-Binary,Full-Time,5,2,1,7,66721,4,3,1,20,1,3,100,1
EMP-011277,Operations,Mid,30,Male,Full-Time,4,1,0,5,68606,3,4,4,1,10,0,25,0
EMP-011278,Data Science,Mid,32,Male,Full-Time,15,9,0,8,81141,5,3,3,4,37,5,75,1
EMP-011279,Legal,Mid,34,Male,Contract,4,3,1,3,77990,4,3,2,1,9,3,50,0
EMP-011280,HR,Junior,47,Male,Contract,5,2,1,1,64336,3,3,2,16,25,3,25,0
EMP-011281,Sales,Senior,40,Male,Part-Time,16,11,2,2,119373,4,4,2,27,4,5,0,0
EMP-011282,Engineering,Senior,39,Male,Full-Time,7,6,0,3,131254,3,3,5,8,8,5,75,0
EMP-011283,Operations,Mid,32,Female,Full-Time,5,2,0,0,83578,4,2,4,27,40,3,100,1
EMP-011284,Sales,Manager,35,Female,Full-Time,10,3,2,4,122831,5,5,2,4,4,3,50,0
EMP-011285,Marketing,Manager,30,Male,Full-Time,6,2,1,10,114932,1,4,1,0,3,4,100,1
EMP-011286,Operations,VP,40,Male,Full-Time,8,7,1,7,238685,5,5,2,3,13,0,75,1
EMP-011287,Customer Support,Senior,43,Male,Full-Time,9,4,1,14,102793,4,4,2,6,18,3,25,1
EMP-011288,Finance,Senior,50,Male,Full-Time,11,4,1,3,107437,5,3,3,21,14,3,50,1
EMP-011289,Customer Support,VP,29,Male,Full-Time,2,1,0,2,276342,2,3,5,16,21,4,25,1
EMP-011290,Customer Support,Manager,34,Male,Full-Time,13,9,2,0,128469,3,4,4,0,39,2,25,0
EMP-011291,Finance,Manager,50,Male,Full-Time,7,4,1,5,105674,5,2,3,6,9,1,100,1
EMP-011292,Engineering,Manager,30,Male,Full-Time,11,5,2,5,95889,4,3,4,5,10,3,0,0
EMP-011293,Operations,Senior,33,Male,Contract,14,9,3,1,94098,4,3,1,8,8,3,100,0
EMP-011294,Marketing,Manager,22,Male,Full-Time,8,7,1,4,119566,4,2,5,5,19,1,75,0
EMP-011295,Customer Support,Manager,27,Female,Full-Time,4,3,0,0,139536,1,4,2,16,8,1,25,0
EMP-011296,Engineering,Senior,36,Female,Full-Time,10,6,0,8,117905,5,4,4,7,3,1,0,0
EMP-011297,Marketing,Mid,25,Male,Full-Time,10,8,0,4,62403,5,4,3,3,12,1,100,0
EMP-011298,Marketing,Senior,35,Female,Full-Time,3,0,0,2,107506,4,5,5,4,1,2,25,0
EMP-011299,Engineering,Junior,26,Female,Full-Time,5,2,0,0,50120,4,2,5,1,39,3,50,0
EMP-011300,Finance,VP,35,Female,Full-Time,5,3,0,3,283157,3,4,3,14,35,1,50,1
