Property_ID,Listing_Year,City,Neighborhood_Type,Property_Type,Bedrooms,Bathrooms,Square_Footage,Lot_Size_SqFt,Year_Built,Garage_Spaces,Has_Pool,Has_Basement,Condition,School_District_Rating,Walk_Score,HOA_Monthly_Fee,Num_Listing_Photos,Days_On_Market,Sale_Price_USD
PROP-023036,2022,Chicago,Suburban,Single Family,3,4.0,2175,10548,1983,0,0,0,Good,4,57,212.0,24,12,424329
PROP-023037,2020,Dallas,Rural,Single Family,3,3.0,1737,8249,1965,0,1,1,Good,5,73,0.0,29,12,273252
PROP-023038,2021,Miami,Suburban,Condo,3,2.5,1870,7424,1938,1,0,1,Excellent,1,67,319.0,12,63,655026
PROP-023039,2023,San Antonio,Rural,Single Family,4,3.0,1894,4085,1984,1,1,0,Good,10,41,0.0,34,11,319437
PROP-023040,2021,Los Angeles,Waterfront,Townhouse,5,2.0,2421,11790,2009,1,0,1,Good,6,79,0.0,20,5,1393787
PROP-023041,2023,Los Angeles,Urban,Condo,1,1.0,534,1884,2012,2,0,1,Fair,2,49,238.0,18,5,251058
PROP-023042,2021,Chicago,Rural,Single Family,2,2.0,1057,2080,1991,1,1,0,Excellent,4,13,0.0,19,21,264421
PROP-023043,2024,Los Angeles,Suburban,Townhouse,1,2.0,965,3522,1994,1,0,0,Needs Renovation,1,67,0.0,28,12,257182
PROP-023044,2020,Miami,Historic District,Condo,4,1.0,1523,5120,1981,3,0,1,Good,7,47,672.0,26,51,616879
PROP-023045,2022,Chicago,University Area,Single Family,3,4.0,1396,2558,1982,0,0,1,Good,9,10,0.0,20,14,469339
PROP-023046,2023,Los Angeles,Rural,Condo,3,2.0,1054,5096,1987,1,1,0,Excellent,4,55,199.0,24,38,346930
PROP-023047,2020,San Diego,Suburban,Condo,3,3.0,1182,3972,1959,0,0,1,Good,7,71,504.0,22,19,478359
PROP-023048,2024,Miami,Historic District,Condo,1,2.5,617,2527,1991,0,0,0,Good,9,74,344.0,17,30,244202
PROP-023049,2024,San Diego,Urban,Condo,4,2.0,1299,3510,2020,0,0,0,Good,7,47,282.0,29,29,459890
PROP-023050,2022,Los Angeles,Urban,Single Family,3,3.0,1296,5673,2000,0,0,0,Fair,6,55,0.0,25,79,532743
PROP-023051,2023,New York,Rural,Single Family,2,3.0,853,3984,1964,1,0,0,Excellent,8,95,0.0,26,46,383081
PROP-023052,2021,Dallas,Suburban,Single Family,2,1.0,509,1188,1985,0,1,0,Fair,3,15,0.0,19,15,138017
PROP-023053,2024,Houston,Urban,Condo,2,1.0,1232,4775,2010,0,0,0,Fair,9,96,219.0,20,50,238578
PROP-023054,2023,Philadelphia,Urban,Single Family,3,2.5,1393,2349,1968,2,0,0,Needs Renovation,4,84,0.0,24,19,321247
PROP-023055,2023,New York,Suburban,Single Family,4,1.5,1646,2836,1994,2,1,0,Excellent,10,37,0.0,28,31,1217145
PROP-023056,2020,Phoenix,University Area,Condo,2,2.5,749,2591,1980,1,0,1,Good,5,23,504.0,17,27,228296
PROP-023057,2020,Dallas,Urban,Townhouse,2,1.0,736,1517,1975,2,1,0,Excellent,3,68,0.0,25,45,190519
PROP-023058,2023,Los Angeles,Waterfront,Condo,4,3.0,1359,2440,2001,3,0,1,Good,10,63,93.0,22,17,939182
PROP-023059,2024,Houston,Suburban,Condo,3,2.5,1264,3151,1976,1,1,1,Good,9,49,448.0,20,77,330520
PROP-023060,2023,New York,Historic District,Condo,2,3.0,1257,5875,2015,2,0,0,Good,2,36,144.0,21,62,719338
PROP-023061,2023,Los Angeles,Historic District,Single Family,3,2.0,1224,4675,1971,2,0,0,Fair,9,72,0.0,30,19,805330
PROP-023062,2024,San Diego,University Area,Condo,2,2.0,774,2073,1990,1,1,0,Fair,6,46,424.0,21,1,329784
PROP-023063,2022,New York,University Area,Multi-Family,4,2.0,1525,5231,2010,2,0,1,Excellent,8,55,0.0,27,1,1223228
PROP-023064,2021,Chicago,Rural,Single Family,2,2.5,1003,1880,1968,2,0,0,Fair,2,47,0.0,27,1,189492
PROP-023065,2020,Dallas,Downtown,Condo,3,3.5,1393,2554,1991,2,0,0,Good,4,24,351.0,20,41,329987
PROP-023066,2024,Seattle,Rural,Townhouse,2,1.5,947,3606,2001,3,1,0,Good,4,89,0.0,26,146,254314
PROP-023067,2024,Austin,Rural,Townhouse,3,2.0,1522,2930,2000,1,0,1,Good,6,24,0.0,31,78,383401
PROP-023068,2021,Chicago,Suburban,Single Family,1,3.5,718,2658,1986,0,0,1,Good,9,82,0.0,24,41,203573
PROP-023069,2023,Phoenix,Rural,Townhouse,3,2.0,1183,3482,2023,0,0,1,Excellent,5,76,0.0,25,26,286575
PROP-023070,2020,Philadelphia,Suburban,Townhouse,2,2.0,925,1582,2000,1,1,0,Excellent,10,31,99.0,18,1,416912
PROP-023071,2024,Chicago,Downtown,Single Family,3,1.5,1253,5190,2002,2,0,0,Good,10,43,9.0,22,54,570741
PROP-023072,2020,Seattle,Downtown,Townhouse,3,2.0,1695,5851,2023,1,1,0,Excellent,1,38,0.0,26,34,919537
PROP-023073,2023,Los Angeles,Suburban,Condo,3,2.5,1162,3835,1986,2,0,1,Excellent,3,100,299.0,17,52,574698
PROP-023074,2021,Philadelphia,Waterfront,Condo,2,3.0,942,3890,1965,0,0,1,Good,2,39,408.0,28,14,322227
PROP-023075,2020,Dallas,Rural,Single Family,2,2.0,815,3566,2010,2,1,0,Good,5,80,0.0,17,39,217930
PROP-023076,2023,New York,Urban,Single Family,1,1.0,589,925,1982,1,0,1,Fair,5,29,85.0,23,55,311645
PROP-023077,2020,Chicago,Suburban,Single Family,4,3.0,1791,4133,1939,2,0,1,Excellent,6,68,103.0,22,78,470398
PROP-023078,2023,San Diego,Suburban,Single Family,1,3.0,607,1382,1997,1,0,0,Needs Renovation,4,62,0.0,19,12,186703
PROP-023079,2022,San Diego,Historic District,Duplex,5,2.5,1789,4989,2000,2,0,0,Good,7,90,0.0,23,8,767640
PROP-023080,2024,New York,Suburban,Single Family,2,2.0,1195,4624,1945,0,0,1,Needs Renovation,4,24,0.0,22,15,457611
PROP-023081,2021,Seattle,Waterfront,Condo,3,2.5,977,1950,1964,3,0,0,Excellent,5,80,526.0,20,80,648152
PROP-023082,2020,Seattle,Suburban,Condo,3,2.0,1488,3761,1986,1,0,0,Excellent,6,56,248.0,17,11,520314
PROP-023083,2024,Los Angeles,Waterfront,Townhouse,2,2.0,767,3374,1942,3,1,1,Good,4,78,0.0,16,1,566013
PROP-023084,2021,Houston,Suburban,Multi-Family,2,2.5,1198,5640,1977,2,0,0,Excellent,6,41,0.0,25,21,402433
PROP-023085,2023,Seattle,Urban,Single Family,4,3.0,1541,2998,1974,1,0,1,Good,3,49,0.0,27,18,904577
PROP-023086,2024,Phoenix,Historic District,Duplex,3,1.5,1371,4178,1970,2,0,0,Needs Renovation,4,32,0.0,21,1,303935
PROP-023087,2021,Los Angeles,Suburban,Duplex,2,3.0,937,4162,1986,1,0,0,Fair,2,51,0.0,10,20,354024
PROP-023088,2021,Dallas,Rural,Single Family,2,3.0,643,3177,1979,1,0,1,Good,4,63,169.0,14,2,174333
PROP-023089,2024,Chicago,Downtown,Multi-Family,5,2.5,1605,7134,1990,2,1,1,Fair,8,32,46.0,19,52,672452
PROP-023090,2024,Miami,Suburban,Single Family,2,3.5,887,1664,1978,1,0,1,Excellent,2,77,0.0,28,17,348646
PROP-023091,2024,Miami,Suburban,Single Family,5,2.0,1660,8121,1948,1,0,1,Good,8,45,0.0,12,48,725254
PROP-023092,2022,San Diego,Suburban,Townhouse,1,1.5,400,1041,2023,0,0,1,Good,3,74,47.0,26,4,181706
PROP-023093,2021,San Diego,Waterfront,Single Family,5,2.5,1676,6199,1983,0,0,0,Excellent,6,39,0.0,26,13,1047763
PROP-023094,2021,Chicago,Downtown,Single Family,4,3.0,2378,5252,1963,2,0,0,Good,6,22,0.0,17,32,898970
PROP-023095,2021,Austin,Suburban,Single Family,2,1.0,695,2803,1962,1,0,1,Good,6,47,0.0,24,10,254253
PROP-023096,2022,Seattle,Suburban,Single Family,3,3.0,1179,4214,1945,3,0,0,Good,3,83,0.0,19,12,559518
PROP-023097,2021,Austin,Suburban,Single Family,3,2.5,1417,3275,1958,0,0,0,Excellent,2,74,115.0,18,34,493569
PROP-023098,2020,Los Angeles,Waterfront,Multi-Family,1,2.5,451,1427,1963,0,0,1,Excellent,9,37,70.0,23,4,503275
PROP-023099,2023,Phoenix,Rural,Condo,2,1.0,1234,4457,1983,0,0,1,Good,5,14,565.0,26,11,205237
PROP-023100,2022,Austin,Urban,Single Family,4,2.5,1665,3657,1978,1,0,1,Fair,4,60,0.0,16,48,572961
PROP-023101,2022,San Antonio,Suburban,Condo,2,2.0,713,2420,1979,0,0,0,Excellent,1,31,466.0,28,163,88650
PROP-023102,2023,Houston,Suburban,Single Family,4,1.0,1821,4456,2003,2,0,0,Excellent,3,39,0.0,24,13,359374
PROP-023103,2023,Chicago,Historic District,Single Family,3,2.0,1664,3602,2006,2,0,1,Excellent,5,78,0.0,23,38,623371
PROP-023104,2020,Los Angeles,Suburban,Single Family,3,3.0,1587,4049,1975,0,1,0,Excellent,4,94,0.0,20,6,878158
PROP-023105,2021,Philadelphia,Historic District,Multi-Family,4,1.0,1124,3688,1952,2,1,1,Good,4,41,82.0,24,22,537312
PROP-023106,2022,Chicago,Downtown,Single Family,2,2.5,1593,7190,2007,2,1,0,Excellent,9,90,0.0,25,26,737131
PROP-023107,2024,New York,Downtown,Single Family,4,3.0,1320,2851,1993,0,0,0,Good,2,38,0.0,25,48,822631
PROP-023108,2023,Phoenix,Urban,Condo,3,2.5,1438,3494,2023,1,0,0,Fair,6,90,357.0,16,21,252867
PROP-023109,2022,Austin,Urban,Single Family,5,2.0,1593,5293,1973,1,1,1,Good,10,56,90.0,23,24,739139
PROP-023110,2021,New York,Suburban,Condo,4,2.0,1407,5129,1952,0,0,1,Good,4,53,456.0,18,29,662015
PROP-023111,2024,Miami,Downtown,Single Family,2,1.0,1115,2543,1989,2,0,0,Good,7,77,0.0,18,39,498008
PROP-023112,2024,New York,Rural,Condo,2,2.0,968,3289,1961,1,0,0,Excellent,9,73,402.0,34,29,490755
PROP-023113,2020,Los Angeles,University Area,Single Family,4,2.5,1351,5877,1967,0,1,0,Fair,6,44,0.0,26,61,467061
PROP-023114,2023,Austin,Suburban,Condo,1,3.5,400,1693,2002,2,1,1,Fair,2,21,159.0,24,14,182709
PROP-023115,2022,Phoenix,Urban,Condo,4,3.0,1560,5120,1957,2,1,1,Needs Renovation,9,71,313.0,27,25,300143
PROP-023116,2023,Houston,Rural,Condo,1,4.0,481,1136,1987,0,0,0,Excellent,2,65,382.0,22,63,80645
PROP-023117,2020,Phoenix,Suburban,Single Family,3,3.0,934,4306,2013,0,0,0,Fair,5,12,45.0,20,87,203511
PROP-023118,2021,Austin,Urban,Duplex,4,2.0,1637,6299,2023,0,0,1,Excellent,8,42,0.0,31,28,784222
PROP-023119,2024,Houston,Urban,Single Family,3,2.0,1139,3396,2023,1,0,0,Good,3,70,0.0,19,1,252983
PROP-023120,2024,Chicago,Waterfront,Multi-Family,4,2.5,2168,3440,2023,0,0,0,Needs Renovation,6,44,0.0,23,51,903993
PROP-023121,2024,Los Angeles,Rural,Single Family,1,1.0,764,3016,1951,2,0,0,Needs Renovation,7,100,320.0,17,47,301341
PROP-023122,2024,Dallas,Urban,Single Family,4,2.5,1163,3781,2001,1,0,0,Good,9,78,0.0,22,11,360304
PROP-023123,2023,Miami,Downtown,Multi-Family,3,2.5,1045,5212,1985,1,0,0,Excellent,2,75,0.0,19,18,636010
PROP-023124,2022,San Antonio,Suburban,Single Family,1,3.0,756,1393,1982,1,0,1,Good,10,39,251.0,22,17,220224
PROP-023125,2024,San Diego,University Area,Single Family,2,2.0,905,2490,2023,2,1,0,Good,1,82,132.0,23,46,354952
PROP-023126,2024,Austin,Historic District,Condo,1,1.5,849,2877,1984,0,0,1,Excellent,4,61,111.0,18,7,293253
PROP-023127,2021,Los Angeles,Downtown,Single Family,3,2.0,1566,3579,1984,0,0,0,Good,5,94,0.0,21,1,1072042
PROP-023128,2021,Miami,Waterfront,Condo,2,2.5,1016,4087,1951,2,0,1,Good,10,25,352.0,35,14,611409
PROP-023129,2024,Philadelphia,Historic District,Townhouse,4,3.5,1380,5384,1963,1,0,0,Good,7,72,0.0,27,20,406690
PROP-023130,2020,Houston,Downtown,Single Family,4,4.0,1724,4869,1954,2,1,1,Good,2,62,0.0,17,41,483691
PROP-023131,2021,Los Angeles,Rural,Single Family,5,1.5,2412,10151,2004,2,0,1,Fair,1,17,0.0,33,57,784444
PROP-023132,2023,New York,University Area,Condo,1,3.0,525,1233,1995,1,0,1,Good,2,78,297.0,27,129,255372
PROP-023133,2023,Miami,University Area,Condo,4,1.0,1896,5837,1976,2,0,0,Good,7,65,136.0,22,27,726619
PROP-023134,2022,Los Angeles,Urban,Single Family,2,2.5,1080,5220,1973,1,0,0,Excellent,3,70,77.0,19,2,749317
PROP-023135,2023,Dallas,Suburban,Single Family,4,2.0,2094,3602,1956,2,1,1,Good,9,59,93.0,23,1,541311
PROP-023136,2020,New York,Rural,Single Family,2,3.0,667,2894,1951,1,0,1,Excellent,9,56,0.0,27,2,463021
PROP-023137,2022,Dallas,Rural,Condo,2,3.5,1415,3719,1966,1,0,0,Fair,4,66,436.0,15,60,177697
PROP-023138,2020,New York,Waterfront,Multi-Family,3,2.0,1619,3223,1937,0,0,1,Good,1,0,0.0,23,10,1658966
PROP-023139,2024,Phoenix,Downtown,Townhouse,3,3.0,1242,3017,1959,1,1,0,Excellent,3,74,0.0,23,1,496227
PROP-023140,2023,New York,Suburban,Single Family,4,2.0,1351,5681,1946,2,1,0,Fair,4,62,32.0,25,29,550359
PROP-023141,2021,Austin,Suburban,Condo,4,2.0,967,4721,2004,2,1,0,Good,10,66,287.0,22,38,279768
PROP-023142,2022,New York,Waterfront,Condo,3,3.0,1017,1665,1951,1,0,0,Excellent,10,75,326.0,22,43,852577
PROP-023143,2021,Austin,Rural,Single Family,4,2.0,1153,3344,1998,1,0,1,Fair,1,71,202.0,29,12,275864
PROP-023144,2020,San Antonio,Urban,Townhouse,3,3.0,1425,4405,2017,0,0,0,Good,8,9,0.0,16,10,316326
PROP-023145,2022,New York,Suburban,Single Family,4,2.0,1572,3739,1954,0,0,0,Good,6,0,0.0,34,33,734471
PROP-023146,2023,Los Angeles,Waterfront,Condo,3,2.0,1417,4409,2007,0,0,1,Good,7,47,110.0,24,44,670409
PROP-023147,2020,Dallas,Urban,Condo,2,2.0,761,2466,1979,0,0,0,Fair,9,41,216.0,22,15,216209
PROP-023148,2024,Miami,Downtown,Condo,2,1.5,679,1183,2000,2,0,1,Needs Renovation,6,80,278.0,16,1,265376
PROP-023149,2020,Houston,Rural,Single Family,2,2.5,1339,3464,1988,2,0,0,Fair,6,55,0.0,22,47,233032
PROP-023150,2021,San Diego,Urban,Single Family,3,3.0,1252,6183,2000,1,1,0,Good,7,68,0.0,15,12,662230
PROP-023151,2021,San Diego,Waterfront,Multi-Family,2,2.0,930,1851,1950,2,0,0,Good,2,44,0.0,25,12,841100
PROP-023152,2021,Seattle,Urban,Single Family,2,1.5,659,1694,1935,2,0,0,Good,1,70,0.0,21,2,301109
PROP-023153,2021,Austin,University Area,Townhouse,1,1.0,400,1250,2000,1,1,1,Fair,4,45,0.0,18,48,176285
PROP-023154,2020,Austin,Rural,Single Family,1,2.0,530,892,1960,1,0,0,Good,2,0,0.0,24,73,121560
PROP-023155,2022,San Antonio,Urban,Condo,4,2.0,1853,7444,1981,1,0,0,Excellent,5,79,378.0,21,12,373890
PROP-023156,2020,Miami,Urban,Single Family,1,1.0,928,3107,1965,1,0,0,Good,7,39,114.0,29,19,357007
PROP-023157,2023,Houston,Downtown,Single Family,2,3.0,1096,5326,1991,1,0,1,Good,7,75,88.0,19,5,342373
PROP-023158,2021,Seattle,Waterfront,Multi-Family,4,1.0,1967,4235,1986,0,0,1,Needs Renovation,9,71,0.0,28,4,1120876
PROP-023159,2020,Austin,Urban,Single Family,3,3.5,1041,3908,1990,3,0,1,Good,6,20,102.0,19,29,392774
PROP-023160,2020,Chicago,Urban,Condo,6,3.0,2567,5395,2023,1,0,0,Excellent,7,83,137.0,16,10,772436
PROP-023161,2023,Houston,Urban,Single Family,2,2.0,999,3302,1973,0,0,1,Needs Renovation,9,57,206.0,20,79,239114
PROP-023162,2023,Austin,Urban,Single Family,3,3.5,1549,7589,2021,0,0,0,Excellent,3,70,193.0,19,22,602972
PROP-023163,2022,Phoenix,Downtown,Condo,6,2.5,2715,5425,1980,1,0,1,Excellent,10,77,408.0,30,12,806594
PROP-023164,2022,Austin,Suburban,Single Family,2,2.0,1173,5140,1997,0,0,1,Excellent,2,47,0.0,24,47,488808
PROP-023165,2023,Austin,Historic District,Condo,4,2.0,1946,2997,2012,0,0,0,Fair,4,48,362.0,23,154,559988
PROP-023166,2023,Dallas,Rural,Townhouse,4,2.0,2350,9846,1957,0,1,1,Excellent,2,79,82.0,25,1,454962
PROP-023167,2022,Los Angeles,University Area,Townhouse,3,2.5,1169,4789,1975,0,0,0,Good,7,45,0.0,22,62,548848
PROP-023168,2024,Miami,Urban,Single Family,2,3.0,712,2961,1998,0,0,0,Excellent,9,72,0.0,27,122,331797
PROP-023169,2022,San Antonio,Historic District,Townhouse,2,2.0,918,1895,1988,0,0,0,Excellent,9,52,0.0,29,65,258745
PROP-023170,2021,Miami,Suburban,Single Family,3,3.5,1264,3057,2001,1,0,1,Excellent,6,54,0.0,19,90,601716
PROP-023171,2024,San Diego,Suburban,Multi-Family,4,2.5,1680,5286,2007,2,0,1,Needs Renovation,2,68,0.0,24,9,611625
PROP-023172,2022,Dallas,Urban,Single Family,1,2.0,653,1402,1992,1,0,0,Good,3,24,0.0,25,28,110077
PROP-023173,2023,San Diego,Suburban,Duplex,4,3.5,1591,4314,1992,1,0,0,Good,1,42,0.0,23,26,778012
PROP-023174,2023,Chicago,Urban,Townhouse,2,2.0,1156,5696,2023,3,1,0,Good,2,59,0.0,19,8,357684
PROP-023175,2023,Dallas,Urban,Townhouse,3,4.0,1123,4276,1986,1,1,1,Needs Renovation,2,35,0.0,17,14,233149
PROP-023176,2022,New York,Downtown,Single Family,5,2.0,2295,8608,1995,2,0,0,Fair,5,79,81.0,23,54,1226161
PROP-023177,2023,Chicago,Waterfront,Townhouse,3,3.0,1002,4146,2000,0,0,0,Good,8,12,0.0,22,3,448328
PROP-023178,2021,New York,Downtown,Condo,4,4.0,1579,3491,1956,0,1,0,Good,8,61,164.0,18,20,716210
PROP-023179,2024,Austin,University Area,Single Family,2,3.0,822,4081,1981,1,0,0,Good,2,65,0.0,22,26,287340
PROP-023180,2021,Philadelphia,Historic District,Single Family,1,3.0,400,1726,2003,2,0,0,Good,2,90,0.0,27,77,117957
PROP-023181,2023,San Antonio,Historic District,Single Family,3,1.5,1468,4412,1977,0,0,0,Excellent,1,61,213.0,33,48,215661
PROP-023182,2023,San Diego,Downtown,Duplex,4,2.0,2045,9700,2023,2,0,0,Needs Renovation,8,35,0.0,25,21,987533
PROP-023183,2021,Seattle,University Area,Townhouse,2,2.0,841,4035,1985,1,0,0,Fair,1,64,0.0,27,1,284753
PROP-023184,2024,New York,Historic District,Single Family,3,1.0,1248,2256,1982,0,0,1,Excellent,7,68,0.0,30,25,958057
PROP-023185,2023,Los Angeles,University Area,Single Family,2,1.0,1284,2193,2023,0,0,0,Needs Renovation,2,32,0.0,20,33,404641
PROP-023186,2024,Houston,Waterfront,Condo,2,2.0,993,2832,2002,1,0,1,Good,3,45,181.0,25,17,266082
PROP-023187,2024,Austin,Downtown,Multi-Family,3,2.5,1340,6556,2011,0,0,0,Good,10,43,0.0,21,3,730415
PROP-023188,2024,Los Angeles,Historic District,Condo,6,1.0,2371,8246,2006,2,1,0,Good,10,73,401.0,26,24,1186187
PROP-023189,2021,Philadelphia,Urban,Condo,4,2.5,1366,4119,1954,1,0,0,Needs Renovation,2,41,260.0,20,115,237276
PROP-023190,2023,Chicago,Suburban,Condo,3,2.5,1246,4452,1981,2,0,1,Excellent,1,57,510.0,13,34,376342
PROP-023191,2023,Austin,Downtown,Multi-Family,4,3.0,1455,5310,1982,1,0,0,Good,10,60,0.0,28,18,880666
PROP-023192,2023,Los Angeles,Historic District,Single Family,2,1.0,1213,6036,2006,0,0,0,Fair,4,60,0.0,25,1,689571
PROP-023193,2024,Houston,Historic District,Duplex,5,1.0,2228,6471,1973,2,1,0,Good,8,57,0.0,24,13,813174
PROP-023194,2023,New York,Urban,Single Family,3,2.5,1317,6427,1970,3,0,0,Excellent,4,62,42.0,25,27,987353
PROP-023195,2020,Los Angeles,Waterfront,Townhouse,2,2.5,964,3214,1992,1,0,0,Fair,8,60,0.0,22,17,689747
PROP-023196,2020,Los Angeles,University Area,Condo,5,3.0,1682,7425,1930,1,0,1,Excellent,4,71,185.0,21,62,893171
PROP-023197,2020,Houston,Waterfront,Duplex,3,2.5,1486,3331,1975,1,0,0,Good,10,44,0.0,24,33,506635
PROP-023198,2023,Los Angeles,Waterfront,Townhouse,2,4.0,932,2162,1984,2,0,0,Excellent,4,58,0.0,16,4,575868
PROP-023199,2023,Philadelphia,Rural,Single Family,2,2.5,1008,2485,1968,0,0,0,Fair,5,46,0.0,20,56,169313
PROP-023200,2024,Seattle,Rural,Condo,4,2.5,1966,4310,2014,3,0,0,Fair,3,45,576.0,18,8,471401
PROP-023201,2023,Philadelphia,University Area,Townhouse,6,2.5,2538,8582,1997,3,1,1,Excellent,3,26,0.0,24,38,532327
PROP-023202,2022,Los Angeles,Suburban,Townhouse,2,3.0,1513,3338,1983,2,1,1,Good,1,40,0.0,23,24,541991
PROP-023203,2020,San Antonio,Urban,Townhouse,5,2.0,1917,8507,1981,3,0,1,Fair,5,74,84.0,24,39,372061
PROP-023204,2022,Dallas,Suburban,Duplex,2,2.0,979,3197,2022,2,0,0,Excellent,10,70,0.0,17,69,367927
PROP-023205,2024,Chicago,Urban,Single Family,5,3.0,2109,9417,1983,0,1,0,Fair,8,59,0.0,21,33,481253
PROP-023206,2020,New York,Downtown,Single Family,2,2.0,989,2180,1993,0,1,0,Good,6,31,0.0,17,13,671979
PROP-023207,2020,Houston,Downtown,Condo,2,3.0,1199,5710,2023,1,1,0,Excellent,10,81,315.0,21,46,330211
PROP-023208,2023,New York,Rural,Duplex,1,1.0,400,1704,1966,1,0,1,Good,1,42,0.0,20,67,157914
PROP-023209,2024,Seattle,Urban,Single Family,2,3.5,400,919,1974,0,0,0,Fair,10,43,0.0,24,26,232995
PROP-023210,2021,Chicago,Rural,Single Family,3,2.5,1437,2699,2023,2,1,1,Good,7,29,0.0,22,12,450070
PROP-023211,2022,Chicago,Historic District,Condo,2,2.5,818,2500,1973,0,1,1,Excellent,5,85,48.0,27,29,303944
PROP-023212,2023,Dallas,Waterfront,Single Family,4,2.0,1495,5308,1973,0,0,0,Needs Renovation,5,82,0.0,20,71,372692
PROP-023213,2020,Phoenix,Rural,Condo,4,2.0,2020,8865,1976,1,1,0,Excellent,8,56,446.0,20,25,437813
PROP-023214,2024,Phoenix,University Area,Single Family,4,3.0,1641,6117,2000,1,0,1,Fair,5,92,0.0,15,28,396955
PROP-023215,2022,Houston,Urban,Townhouse,6,2.0,2454,8764,1983,2,0,0,Good,6,31,0.0,21,3,554276
PROP-023216,2022,San Diego,Urban,Single Family,5,1.5,2462,6993,1990,2,1,1,Good,7,18,0.0,15,10,1339830
PROP-023217,2021,Dallas,Suburban,Single Family,1,4.0,517,2144,1989,2,1,0,Needs Renovation,8,53,0.0,27,56,209249
PROP-023218,2022,Houston,Suburban,Single Family,2,3.0,1060,5210,1978,2,1,0,Good,6,70,262.0,23,40,274497
PROP-023219,2023,San Diego,Downtown,Single Family,6,1.5,2696,11579,1964,1,0,1,Good,1,49,0.0,17,79,1645421
PROP-023220,2021,New York,Suburban,Condo,3,3.0,958,4227,1974,2,0,1,Excellent,8,57,337.0,20,13,518223
PROP-023221,2024,Los Angeles,Suburban,Townhouse,4,2.5,2047,4034,1981,1,0,0,Good,7,39,0.0,21,22,898479
PROP-023222,2023,Phoenix,Suburban,Condo,1,3.0,493,2158,1954,1,0,1,Good,5,64,461.0,19,23,153612
PROP-023223,2021,Miami,Urban,Condo,1,2.0,400,1888,1918,2,0,1,Good,3,43,591.0,24,30,209826
PROP-023224,2024,Philadelphia,Urban,Townhouse,3,1.5,867,1326,1996,1,0,1,Good,4,12,0.0,19,66,241533
PROP-023225,2023,Chicago,Historic District,Single Family,1,1.0,400,1109,1984,2,0,0,Excellent,4,42,144.0,13,6,215180
PROP-023226,2021,Houston,University Area,Duplex,3,3.0,827,2716,1987,0,1,0,Good,7,54,0.0,21,20,249187
PROP-023227,2022,Phoenix,University Area,Townhouse,2,1.0,1063,3216,1971,0,0,0,Excellent,10,67,0.0,28,18,296303
PROP-023228,2024,Chicago,Suburban,Condo,2,2.5,1351,2671,2018,0,1,1,Good,7,33,604.0,19,6,369972
PROP-023229,2024,Austin,Historic District,Condo,3,3.0,1120,3568,1967,2,1,1,Needs Renovation,1,32,147.0,15,39,334669
PROP-023230,2021,New York,Suburban,Single Family,1,2.0,1091,3940,1989,1,0,0,Good,9,49,137.0,23,39,588841
PROP-023231,2023,San Diego,Urban,Single Family,6,3.0,3052,8937,1982,0,1,0,Good,2,91,49.0,21,58,1361658
PROP-023232,2024,Miami,Historic District,Single Family,2,2.0,1390,3768,1988,1,0,0,Fair,6,29,0.0,24,3,552592
PROP-023233,2021,Dallas,Urban,Townhouse,3,1.5,1046,2981,2011,0,0,0,Good,7,64,0.0,17,9,266410
PROP-023234,2023,Los Angeles,Downtown,Single Family,4,2.5,1221,3569,1984,2,0,1,Excellent,2,36,0.0,22,1,1010777
PROP-023235,2024,Los Angeles,Rural,Single Family,2,3.0,1315,4972,1969,1,1,1,Excellent,7,85,0.0,16,22,617587
PROP-023236,2024,New York,Waterfront,Multi-Family,2,2.0,978,2297,1969,1,0,1,Good,5,48,0.0,22,87,1041468
PROP-023237,2020,Houston,Rural,Condo,2,2.5,1271,4145,1993,1,1,1,Excellent,7,63,85.0,23,17,253089
PROP-023238,2022,New York,Downtown,Multi-Family,1,1.0,400,1550,1987,3,0,1,Good,3,33,0.0,32,23,484522
PROP-023239,2022,Houston,Suburban,Townhouse,3,2.0,1148,3375,2014,3,0,1,Good,8,62,0.0,19,120,359800
PROP-023240,2023,San Diego,Waterfront,Single Family,5,2.0,2273,9757,1979,1,0,0,Fair,6,51,0.0,29,2,1207683
PROP-023241,2022,New York,University Area,Single Family,2,2.0,1313,2793,2004,1,0,1,Good,2,76,81.0,19,43,792778
PROP-023242,2024,Philadelphia,Downtown,Single Family,6,3.0,3008,8315,1979,2,1,1,Good,2,44,0.0,22,108,1163225
PROP-023243,2021,Seattle,Suburban,Condo,3,2.5,1290,4429,1977,1,0,0,Good,2,89,158.0,23,19,445624
PROP-023244,2021,New York,Suburban,Single Family,5,1.5,2143,5653,1990,1,0,0,Good,2,97,0.0,14,27,1178343
PROP-023245,2024,New York,Downtown,Condo,2,2.5,1134,5014,1985,2,1,0,Fair,1,55,216.0,21,19,784993
PROP-023246,2024,Los Angeles,Downtown,Condo,3,3.5,1701,6370,1973,0,0,1,Excellent,3,62,454.0,28,35,987037
PROP-023247,2020,Chicago,Historic District,Single Family,2,2.5,1161,3718,1985,2,0,0,Good,8,42,77.0,23,63,500090
PROP-023248,2024,New York,Downtown,Multi-Family,1,2.0,572,1510,1962,1,0,1,Good,2,50,63.0,35,38,529389
PROP-023249,2023,San Antonio,University Area,Townhouse,1,2.0,577,2431,1969,0,1,0,Fair,1,67,0.0,30,13,142162
